row_id,section,speaker,chars,flags,english,greek
dialogue:11,dialogue,AVENS,67,,AVENS: Is the safest path the best one? Our goal is worth the risk.,ΕΪΒΕΝΣ: Είναι ο ασφαλέστερος δρόμος και ο καλύτερος; Ο σκοπός μας αξίζει το ρίσκο.
dialogue:12,dialogue,CASSAVA,257,TAGS,"CASSAVA: Is it, though? We’ve tried for so long to find something that I (and others) now believe might be impossible to find. If the search for the <color=lightblue>Eye</color> is a futile one, we should choose the option with the least potential for harm.","ΚΑΣΑΒΑ: Αξίζει όμως; Προσπαθούμε τόσον καιρό να βρούμε κάτι που εγώ (και άλλοι) πιστεύουμε πια πως ίσως είναι αδύνατο να βρεθεί. Αν η αναζήτηση του <color=lightblue>Ματιού</color> είναι μάταιη, οφείλουμε να επιλέξουμε τη λύση με τις λιγότερες πιθανότητες να μας βλάψει."
dialogue:13,dialogue,SPIRE,110,TAGS,SPIRE: Abandoning the <color=orange>Vessel</color>’s warp core and its casing means losing valuable knowledge.,ΣΠΑΪΡ: Το να εγκαταλείψουμε τον πυρήνα στρέβλωσης του <color=orange>Σκάφους</color> και το περίβλημά του σημαίνει ότι χάνουμε πολύτιμη γνώση.
dialogue:14,dialogue,MITIS,117,,"MITIS: This is true; however, it’s knowledge we have little hope of recovering. It would be best to relearn, I think.","ΜΙΤΙΣ: Αυτό ισχύει· ωστόσο, είναι γνώση που ελάχιστες ελπίδες έχουμε να ανακτήσουμε. Καλύτερα να τη μάθουμε ξανά από την αρχή, νομίζω."
dialogue:15,dialogue,POKE,173,TAGS,"POKE: I would very much like to craft such a powerful core! More relevantly, I believe the <color=orange>Black Hole Forge</color> crew and I could recreate the basic design.","ΠΟΟΥΚ: Θα ήθελα πάρα πολύ να φτιάξω έναν τόσο ισχυρό πυρήνα! Και, το πιο ουσιαστικό, πιστεύω ότι το πλήρωμα του <color=orange>Σφυρηλατείου της Μαύρης Τρύπας</color> κι εγώ μπορούμε να αναδημιουργήσουμε το βασικό σχέδιο."
dialogue:16,dialogue,CASSAVA,119,,"CASSAVA: I imagine I’ve been hard on Poke, again. This in turn means I’ve made things difficult for her sister (Clary).","ΚΑΣΑΒΑ: Φαντάζομαι ότι φέρθηκα σκληρά στην Πόουκ, ξανά. Πράγμα που σημαίνει ότι δυσκόλεψα και την αδερφή της (την Κλάρυ)."
dialogue:17,dialogue,CASSAVA,187,,"CASSAVA: If Poke and I are oil and water, Clary is our emulsifier. She certainly makes us a better team than would mixing through shaking (although sometimes I would like to shake Poke!).","ΚΑΣΑΒΑ: Αν η Πόουκ κι εγώ είμαστε λάδι και νερό, η Κλάρυ είναι ο γαλακτωματοποιητής μας. Σίγουρα μας κάνει καλύτερη ομάδα απ’ ό,τι θα μας έκανε το ανακάτεμα με κούνημα (αν και καμιά φορά θα ήθελα να κουνήσω λίγο την Πόουκ!)."
dialogue:18,dialogue,CASSAVA,153,TAGS,"CASSAVA: Jokes aside, suppose my own fear of never finding the <color=lightblue>Eye</color> prompted my argument with Poke. That would be immature of me.",ΚΑΣΑΒΑ: Αστεία στην άκρη· ας υποθέσουμε ότι ο δικός μου φόβος πως δεν θα βρούμε ποτέ το <color=lightblue>Μάτι</color> προκάλεσε τον καβγά μου με την Πόουκ. Αυτό θα ήταν ανώριμο εκ μέρους μου.
dialogue:19,dialogue,CASSAVA,75,,"CASSAVA: I should apologize... At least to Clary, who could then tell Poke.","ΚΑΣΑΒΑ: Οφείλω να ζητήσω συγγνώμη... Τουλάχιστον από την Κλάρυ, που θα μπορούσε να το πει στην Πόουκ."
dialogue:20,dialogue,POKE,231,TAGS,"POKE: I feel strange, trying to recreate Annona’s warp core without him. At times, it still feels strange to no longer be his (very young) apprentice, and for the <color=orange>Black Hole Forge</color> to be in my care and not his.","ΠΟΟΥΚ: Νιώθω παράξενα που προσπαθώ να αναδημιουργήσω τον πυρήνα στρέβλωσης του Ανόνα χωρίς εκείνον. Κάποιες φορές μου φαίνεται ακόμη παράξενο που δεν είμαι πια η (πολύ νεαρή) μαθητευόμενή του, και που το <color=orange>Σφυρηλατείο της Μαύρης Τρύπας</color> βρίσκεται στη δική μου φροντίδα και όχι στη δική του."
dialogue:21,dialogue,POKE,122,,"POKE: Hypothesis: This will always feel strange. Even though my time with him was short, I miss my old mentor, and deeply.","ΠΟΟΥΚ: Υπόθεση: Αυτό θα μου φαίνεται πάντα παράξενο. Παρόλο που ο καιρός μου μαζί του ήταν λίγος, μου λείπει ο παλιός μου δάσκαλος — και μου λείπει βαθιά."
dialogue:22,dialogue,POKE,200,TAGS,"POKE: To have the chance to try is thrilling, but... I don’t want to disappoint everyone. I <i>think</i> I can do this (probably), but what if excitement has clouded my assessment of my own abilities?","ΠΟΟΥΚ: Το να έχω την ευκαιρία να προσπαθήσω είναι συναρπαστικό, αλλά... δεν θέλω να απογοητεύσω κανέναν. <i>Νομίζω</i> ότι μπορώ να το κάνω (μάλλον), αλλά κι αν ο ενθουσιασμός έχει θολώσει την εκτίμηση των ικανοτήτων μου;"
dialogue:23,dialogue,POKE,230,,"POKE: Was I wrong in volunteering to build it...? I was born in this star system, and never saw Annona’s warp core with my own three eyes. I only know what he taught me. What if I’ve bitten off a larger portion than I can consume?","ΠΟΟΥΚ: Ήταν λάθος που προθυμοποιήθηκα να το φτιάξω...; Γεννήθηκα σε αυτό το αστρικό σύστημα, και ποτέ δεν είδα τον πυρήνα στρέβλωσης του Ανόνα με τα δικά μου τρία μάτια. Ξέρω μόνο όσα μου δίδαξε. Μήπως πήρα μεγαλύτερη μπουκιά απ' όση μπορώ να μασήσω;"
dialogue:24,dialogue,POKE,227,,"POKE: Still, all I can give is my best. And as Annona would say, should my best prove insufficient, then we will find another way to achieve what’s needed. I have Clary and Root in the forge, and I have my clan. I am not alone!","ΠΟΟΥΚ: Ακόμα κι έτσι, αυτό που μπορώ να δώσω είναι το καλύτερό μου. Κι όπως θα έλεγε κι ο Ανόνα, αν το καλύτερο μου αποδειχτεί ανεπαρκές, τότε θα βρούμε εναλλακτικό τρόπο να καταφέρουμε όσα χρειάζονται. Έχω την Κλάρυ και τον Ρουτ στο Σφυρηλατείο, κι έχω και τη φυλή μου. Δεν είμαι μόνη!"
dialogue:25,dialogue,SOLANUM,35,,SOLANUM: Formation Of This Universe,ΣΟΛΑΝΟΥΜ: Δημιουργία αυτού του Σύμπαντος
dialogue:26,dialogue,SOLANUM,150,,"SOLANUM: No one knows how this universe was made, but one thing we do know is everything used to be very hot and very dense (tightly packed together).","ΣΟΛΑΝΟΥΜ: Κανείς δε γνωρίζει πώς δημιουργήθηκε αυτό το σύμπαν, αλλά το ένα πράγμα που ξέρουμε είναι πως όλα ήταν πολύ καυτά και πολύ πυκνά (συμπυκνωμένα το ένα δίπλα στο άλλο)."
dialogue:27,dialogue,SOLANUM,182,,"SOLANUM: As this early universe expanded, it also cooled down. Once it had cooled down enough, particles were able to group together to form things like galaxies, stars, and planets!","ΣΟΛΑΝΟΥΜ: Όσο διαστελλόταν αυτό το σύμπαν, τόσο κρύωνε. Όταν είχε κρυώσει αρκετά, σωματίδια βρήκαν τη δυνατότητα να ενωθούν και να σχηματίσουν γαλαξίες, αστέρια και πλανήτες!"
dialogue:28,dialogue,SOLANUM,149,,"SOLANUM: Since then, space has continued to expand at a faster and faster rate, which is hard to think about for too long without your brain hurting.","ΣΟΛΑΝΟΥΜ: Από τότε, το διάστημα συνεχίζει να διαστέλλεται με ολοένα και πιο γρήγορους ρυθμούς, το οποίο είναι δύσκολο να σκέφτεσαι για αρκετή ώρα χωρίς να πονέσει το μυαλό σου."
dialogue:29,dialogue,SOLANUM,124,,"SOLANUM: This universe will keep getting colder and larger, until one day, the stars and the life they support will all die.","ΣΟΛΑΝΟΥΜ: Αυτό το σύμπαν θα συνεχίσει να γίνεται πιο κρύο και πιο μεγάλο, μέχρι κάποια μέρα, τα αστέρια και η ζωή που υποστηρίζουν θα πάψουν να υπάρχουν."
dialogue:30,dialogue,SOLANUM,143,,"SOLANUM: That’s scary to think about, even though Conoy tells me it won’t happen in our lifetimes. But it’ll happen in someone else’s, someday!","ΣΟΛΑΝΟΥΜ: Είναι τρομακτικό και μόνο στη σκέψη, αν και ο Κόνοϊ μου λέει πως δε θα συμβεί όσο ζούμε εμείς. Αλλά θα συμβεί στη ζωή κάποιου άλλου, κάποια μέρα!"
dialogue:31,dialogue,LAMI,30,,LAMI: Explanation of Festivals,ΛΑΜΙ: Εξήγηση των Φεστιβάλ
dialogue:32,dialogue,LAMI,146,,LAMI: All the Nomai clans from all over the universe meet in one place to share what they’ve learned in science and art. It’s called the festival!,ΛΑΜΙ: Όλες οι φυλές των Νομάι από ολόκληρο το σύμπαν συναντώνται σε ένα μέρος για να μοιραστούν όσα έχουν μάθει για τις επιστήμες και τις τέχνες. Αυτή η συναάντηση ονομάζεται το φεστιβάλ!
dialogue:33,dialogue,FILIX,54,,"FILIX: Don’t forget, festivals happen every ten years!","ΦΙΛΙΞ: Μην ξεχνάς, τα φεστιβάλ γίνονται κάθε δέκα χρόνια!"
dialogue:34,dialogue,LAMI,78,,"LAMI: We can’t go because we’re stuck here. But Filix says we used to go, too.",ΛΑΜΙ: Δεν μπορούμε να πάμε γιατί είμαστε κολλημένοι εδώ. Αλλά η Φίλιξ λέει ότι συνηθίζαμε να πηγαίνουμε κι εμείς.
dialogue:35,dialogue,LAMI,186,,"LAMI: At some festivals, one clan’s big discovery can mean all the Nomai get to advance, too. Like Annona’s warp core, which made it so everyone can warp long distances and explore more.","ΛΑΜΙ: Σε ορισμένα φεστιβάλ, η μεγάλη ανακάλυψη μίας φυλής μπορεί να σημάνει πως όλοι οι Νομάι μπορούν να εξελιχθούν. Όπως ο πυρήνας στρέβλωσης του Ανόνα, που επέτρεψε σε όλους να διανύουν μεγάλες αποστάσεις και να ανακαλύπτουν περισσότερα."
dialogue:36,dialogue,LAMI,97,,LAMI: Each clan has a festival envoy to show their most interesting work. (Our envoy was Thatch!),ΛΑΜΙ: Κάθε φυλή έχει έναν απεσταλμένο στο φεστιβάλ για να δείξει την πιο σημαντική δουλειά της. (Ο απεσταλμένος μας ήταν ο Θατς!)
dialogue:37,dialogue,LAMI,53,,"LAMI: A single festival could last a long, long time!","ΛΑΜΙ: Ένα και μόνο φεστιβάλ μπορεί να διαρκούσε πολύ, πολύ καιρό!"
dialogue:38,dialogue,PLUME,65,,PLUME: Use caution! A black hole sleeps below. You must not slip.,ΠΛΟΥΜ: Προσοχή! Μία μαύρη τρύπα κοιμάται από κάτω. Δεν πρέπει να γλιστρήσετε.
dialogue:39,dialogue,,22,,Emergency escape hatch,Πόρτα διαφυγής έκτακτης ανάγκης
dialogue:40,dialogue,BEGIN FLIGHTLOG,192,TAGS,BEGIN FLIGHTLOG: <color=orange>Escape Pod 1</color>. <color=orange>Vessel</color> has been mortally injured. Emergency sequence activated. Awaiting departure from <color=orange>Vessel</color>.,ΕΝΑΡΞΗ ΗΜΕΡΟΛΟΓΙΟΥ ΠΤΗΣΗΣ: <color=orange>Καψούλα Διαφυγής 1</color>. Το <color=orange>Σκάφος</color> έχει υποστεί θανάσιμες ζημιές. Ενεργοποιήθηκε η διαδικασία έκτακτης ανάγκης. Αναμονή για αναχώρηση από το <color=orange>Σκάφος</color>.
dialogue:41,dialogue,,145,TAGS,Launching <color=orange>Escape Pod 3</color>... Launching <color=orange>Escape Pod 2</color>... Now launching <color=orange>Escape Pod 1</color>.,Εκτόξευση της <color=orange>Κάψουλας Διαφυγής 3</color>... Εκτόξευση της <color=orange>Κάψουλας Διαφυγής 2</color>... Τώρα εκτόξευση της <color=orange>Κάψουλας Διαφυγής 1</color>.
dialogue:42,dialogue,,48,,ALERT. Collision imminent. Preparing for impact.,ΕΙΔΟΠΟΙΗΣΗ. Επικείμενη σύγκρουση. Προετοιμασία για πρόσκρουση.
dialogue:43,dialogue,,181,,"Scanning external environment... Scan complete. Minor structural instabilities detected. Pockets of breathable air detected. Adequate solar energy detected.
			Verdict: HOSPITABLE.","Σάρωση του εξωτερικού περιβάλλοντος... Η σάρωση ολοκληρώθηκε. Εντοπίστηκαν μικρές δομικές αστάθειες. Εντοπίστηκαν θύλακες αναπνεύσιμου αέρα. Εντοπίστηκε επαρκής ηλιακή ενέργεια.
			Συμπέρασμα: ΦΙΛΟΞΕΝΟΣ."
dialogue:44,dialogue,CONOY,290,TAGS,"CONOY: Cassava’s <color=orange>Construction Yard</color> has been using the cyclones on <color=lightblue>Giant’s Deep</color> to lift <color=orange>Orbital Probe Cannon</color> parts into orbit, but one component was pushed down past the current that usually prevents anything from sinking.","ΚΟΝΟΪ: Το <color=orange>Εργοτάξιο</color> του Κασάβα χρησιμοποιεί τους κυκλώνες του <color=lightblue>Τζάιαντς Ντιπ</color> για να ανεβάζει σε τροχιά εξαρτήματα του <color=orange>Τροχιακού Κανονιού Βολίδας</color>, όμως ένα από αυτά ωθήθηκε προς τα κάτω, πέρα από το ρεύμα που κανονικά εμποδίζει οτιδήποτε να βυθιστεί."
dialogue:45,dialogue,CONOY,71,,CONOY: Spire and I are crafting a model to determine why this happened.,ΚΟΝΟΪ: Ο Σπάιρ κι εγώ κατασκευάζουμε ένα μοντέλο για να προσδιορίσουμε γιατί συνέβη αυτό.
dialogue:46,dialogue,SPIRE,74,,SPIRE: An update: It’s now clear there are two different types of cyclone.,ΣΠΑΪΡ: Ενημέρωση: Είναι πλέον σαφές ότι υπάρχουν δύο διαφορετικοί τύποι κυκλώνα.
dialogue:47,dialogue,SPIRE,156,TAGS,SPIRE: Most cyclones on <color=lightblue>Giant’s Deep</color> rotate clockwise. These are the cyclones Cassava typically uses to send components into orbit.,ΣΠΑΪΡ: Οι περισσότεροι κυκλώνες στον <color=lightblue>Τζάιαντς Ντιπ</color> περιστρέφονται δεξιόστροφα. Αυτούς χρησιμοποιεί συνήθως ο Κασάβα για να στέλνει εξαρτήματα σε τροχιά.
dialogue:48,dialogue,SPIRE,143,,SPIRE: There also exists a rarer type of cyclone that spins the opposite direction and pushes objects beneath the waters and below the current.,"ΣΠΑΪΡ: Υπάρχει επίσης ένας σπανιότερος τύπος κυκλώνα, που περιστρέφεται αντίθετα και σπρώχνει αντικείμενα κάτω από τα νερά και κάτω από το ρεύμα."
dialogue:49,dialogue,CASSAVA,180,,"CASSAVA: My gratitude, Spire. Conoy is showing me your handiwork, and I’m intrigued by this secondary type of cyclone. But was it really necessary to build a model to tell me that?","ΚΑΣΑΒΑ: Η ευγνωμοσύνη μου, Σπάιρ. Ο Κόνοϊ μου δείχνει το έργο σου, και μου κινεί το ενδιαφέρον αυτός ο δεύτερος τύπος κυκλώνα. Ήταν όμως πράγματι απαραίτητο να φτιάξεις μοντέλο για να μου το πεις;"
dialogue:50,dialogue,SPIRE,96,TAGS,SPIRE: The model will be useful as we continue monitoring <color=lightblue>Giant’s Deep</color>.,ΣΠΑΪΡ: Το μοντέλο θα μας φανεί χρήσιμο καθώς συνεχίζουμε να παρακολουθούμε τον <color=lightblue>Τζάιαντς Ντιπ</color>.
dialogue:51,dialogue,SPIRE,47,,SPIRE: Also I very much wanted to make a model.,ΣΠΑΪΡ: Επίσης ήθελα πάρα πολύ να φτιάξω ένα μοντέλο.
dialogue:52,dialogue,ILEX,31,,"ILEX: Look out, look out below!","ΙΛΕΞ: Προσοχή, προσοχή από κάτω!"
dialogue:53,dialogue,ILEX,36,,ILEX: Look out for the gravity hole!,ΙΛΕΞ: Προσοχή στη βαρυτική τρύπα!
dialogue:54,dialogue,ILEX,25,,ILEX: For should you slip,ΙΛΕΞ: Γιατί αν τύχει να γλιστρήσεις
dialogue:55,dialogue,ILEX,25,,"ILEX: And lose your grip,","ΙΛΕΞ: και το κράτημά σου αφήσεις,"
dialogue:56,dialogue,ILEX,32,,ILEX: Then into space you’ll go!,ΙΛΕΞ: στο διάστημα θα ταξιδέψεις!
dialogue:57,dialogue,PLUME,131,,"PLUME: Of note: Be sure not to wander far from here. Though this area is somewhat unstable, it’s safer than any we’ve found so far.","ΠΛΟΥΜ: Σημείωση: Φροντίστε να μην απομακρύνεστε πολύ από εδώ. Αν και η περιοχή είναι κάπως ασταθής, είναι ασφαλέστερη από κάθε άλλη που έχουμε βρει ως τώρα."
dialogue:58,dialogue,PLUME,125,,"PLUME: The temporary settlement is finished, but remember to be cautious of falling rocks and dust created by meteor impacts.","ΠΛΟΥΜ: Ο προσωρινός οικισμός ολοκληρώθηκε, αλλά μην ξεχνάτε να προσέχετε τις πέτρες και τη σκόνη που πέφτουν από τις προσκρούσεις μετεωριτών."
dialogue:59,dialogue,THATCH,89,TAGS,THATCH: I can’t understand. Why did the <color=orange>Vessel</color> crash in that place?,ΘΑΤΣ: Δεν μπορώ να καταλάβω. Γιατί το <color=orange>Σκάφος</color> συνετρίβη σε εκείνο το μέρος;
dialogue:60,dialogue,PLUME,63,TAGS,PLUME: Was the <color=orange>Vessel</color> unwell in some way?,ΠΛΟΥΜ: Μήπως το <color=orange>Σκάφος</color> ήταν άρρωστο με κάποιον τρόπο;
dialogue:61,dialogue,FILIX,105,,"FILIX: No, Annona and I checked before the warp, and the warp core and navigation systems were both well.","ΦΙΛΙΞ: Όχι, ο Ανόνα κι εγώ ελέγξαμε πριν από τη στρέβλωση, και ο πυρήνας στρέβλωσης και τα συστήματα πλοήγησης ήταν και τα δύο εντάξει."
dialogue:62,dialogue,FILIX,161,TAGS,FILIX: We warped to follow that curious signal from the <color=lightblue>Eye of the universe</color>. Where we arrived was wrong; it wasn’t where we tried to go.,ΦΙΛΙΞ: Κάναμε στρέβλωση για να ακολουθήσουμε εκείνο το περίεργο σήμα από το <color=lightblue>Μάτι του σύμπαντος</color>. Το σημείο όπου φτάσαμε ήταν λάθος· δεν ήταν εκεί όπου προσπαθήσαμε να πάμε.
dialogue:63,dialogue,THATCH,100,TAGS,"THATCH: Suppose it wasn’t a problem with the <color=orange>Vessel</color>, but with our destination.","ΘΑΤΣ: Ας υποθέσουμε ότι το πρόβλημα δεν ήταν με το <color=orange>Σκάφος</color>, αλλά με τον προορισμό μας."
dialogue:64,dialogue,FILIX,75,TAGS,FILIX: I’m afraid for our friends in <color=orange>Escape Pod 3</color>....,ΦΙΛΙΞ: Φοβάμαι για τους φίλους μας στην <color=orange>Κάψουλα Διαφυγής 3</color>....
dialogue:65,dialogue,BELLS,217,TAGS,"BELLS: If you’re here to make your first pilgrimage to the <color=lightblue>Quantum Moon</color>, you are almost prepared to set out on this deeply significant journey. Before you do, pause, and remember your history.","ΜΠΕΛΣ: Αν ήρθες εδώ για το πρώτο σου προσκύνημα στην <color=lightblue>Κβαντική Σελήνη</color>, έχεις σχεδόν ολοκληρώσει την προετοιμασία για αυτό το βαθιά σημαντικό ταξίδι. Πριν ξεκινήσεις, στάσου και θυμήσου την ιστορία σου."
dialogue:66,dialogue,BELLS,343,TAGS,"BELLS: We make this journey not only for ourselves, but also to honor the members of our clan who came before us: those who, after the crash that brought them to this star system, became stranded on <color=lightblue>Brittle Hollow</color> and on <color=lightblue>Ember Twin</color>, with no communication between these two groups of survivors.","ΜΠΕΛΣ: Κάνουμε αυτό το ταξίδι όχι μόνο για εμάς, αλλά και για να τιμήσουμε τα μέλη της φυλής μας που ήρθαν πριν από εμάς: εκείνα που, μετά τη συντριβή που τα έφερε σε αυτό το αστρικό σύστημα, έμειναν αποκλεισμένα στο <color=lightblue>Μπριτλ Χόλοου</color> και στον <color=lightblue>Δίδυμο της Χόβολης</color>, χωρίς καμία επικοινωνία ανάμεσα στις δύο ομάδες επιζώντων."
dialogue:67,dialogue,BELLS,243,TAGS,BELLS: These Nomai looked upward from two different planets and saw the same wandering moon visiting their skies. It was this moon (the <color=lightblue>Quantum Moon</color>) that kept their curiosity alive during this long period of hardship.,ΜΠΕΛΣ: Αυτοί οι Νομάι κοίταξαν ψηλά από δύο διαφορετικούς πλανήτες και είδαν το ίδιο περιπλανώμενο φεγγάρι να επισκέπτεται τους ουρανούς τους. Ήταν αυτό το φεγγάρι (η <color=lightblue>Κβαντική Σελήνη</color>) που κράτησε ζωντανή την περιέργειά τους σε εκείνη τη μακρά περίοδο δοκιμασιών.
dialogue:68,dialogue,BELLS,297,TAGS,"BELLS: After the two divided groups were able to reunite, it became our clan’s united goal to find and visit the <color=lightblue>Quantum Moon</color>. This took time, and many Nomai who dreamed of seeing the <color=lightblue>Quantum Moon</color> died before we discovered how to make the journey.","ΜΠΕΛΣ: Αφού οι δύο χωρισμένες ομάδες κατάφεραν να ξανασμίξουν, έγινε κοινός σκοπός της φυλής μας να βρούμε και να επισκεφθούμε την <color=lightblue>Κβαντική Σελήνη</color>. Αυτό πήρε χρόνο, και πολλοί Νομάι που ονειρεύτηκαν να δουν την <color=lightblue>Κβαντική Σελήνη</color> πέθαναν προτού ανακαλύψουμε πώς να κάνουμε το ταξίδι."
dialogue:69,dialogue,BELLS,127,TAGS,"BELLS: When you reach the <color=lightblue>Quantum Moon</color>, recall these Nomai, and carry their curiosity onward with you.","ΜΠΕΛΣ: Όταν φτάσεις στην <color=lightblue>Κβαντική Σελήνη</color>, θυμήσου αυτούς τους Νομάι και κράτα μαζί σου την περιέργειά τους."
dialogue:70,dialogue,PLUME,220,TAGS,"PLUME: The <i>trees</i> are moving! The trees in this grove wander about freely (the entire plant, roots and all)! This is <i>not normal</i>, even for this alien planet. And I never see them move! Is that even possible?!","ΠΛΟΥΜ: Τα <i>δέντρα</i> κινούνται! Τα δέντρα σε αυτό το άλσος περιπλανιούνται ελεύθερα (ολόκληρο το φυτό, μαζί με τις ρίζες)! Αυτό <i>δεν είναι φυσιολογικό</i>, ούτε καν για αυτόν τον ξένο πλανήτη. Και δεν τα βλέπω ποτέ να κινούνται! Είναι καν δυνατόν;!"
dialogue:71,dialogue,PLUME,157,,"PLUME: If anyone else witnesses this disturbing behavior, I implore you, record your observations here. Either these trees are aberrant, or my brain must be!","ΠΛΟΥΜ: Αν κάποιος άλλος γίνει μάρτυρας αυτής της ανησυχητικής συμπεριφοράς, σας ικετεύω, καταγράψτε τις παρατηρήσεις σας εδώ. Ή αυτά τα δέντρα είναι ανώμαλα, ή το μυαλό μου!"
dialogue:72,dialogue,THATCH,99,TAGS,THATCH: Plume is right; the trees <i>do</i> move! I confess I didn’t notice until I read his notes.,ΘΑΤΣ: Ο Πλουμ έχει δίκιο· τα δέντρα <i>όντως</i> κινούνται! Ομολογώ ότι δεν το είχα προσέξει μέχρι που διάβασα τις σημειώσεις του.
dialogue:73,dialogue,THATCH,147,,"THATCH: Alarmingly, it isn’t only the trees: There is other matter in this area (such as that unusual shard of rock) moving in this same eerie way.","ΘΑΤΣ: Ανησυχητικά, δεν είναι μόνο τα δέντρα: υπάρχει και άλλη ύλη σε αυτή την περιοχή (όπως εκείνο το ασυνήθιστο θραύσμα βράχου) που κινείται με τον ίδιο αλλόκοτο τρόπο."
dialogue:74,dialogue,FILIX,133,,"FILIX: That rock is unusual for another reason, too, Thatch: It possesses color and texture I’ve never seen elsewhere on this planet!","ΦΙΛΙΞ: Αυτός ο βράχος είναι ασυνήθιστος και για έναν άλλο λόγο, Θατς: έχει χρώμα και υφή που δεν έχω δει πουθενά αλλού σε αυτόν τον πλανήτη!"
dialogue:75,dialogue,FILIX,162,,FILIX: Hypothesis: This rock shard’s presence is significant. We should study it! (Could it be what is causing other nearby objects to also move about this area?),ΦΙΛΙΞ: Υπόθεση: Η παρουσία αυτού του θραύσματος είναι σημαντική. Θα πρέπει να το μελετήσουμε! (Μήπως αυτό είναι που κάνει και τα άλλα κοντινά αντικείμενα να μετακινούνται μέσα στην περιοχή;)
dialogue:76,dialogue,THATCH,141,,"THATCH: Plume, Filix, and I have determined this atypical shard of rock is the reason objects in this grove are behaving in a quantum manner.","ΘΑΤΣ: Ο Πλουμ, η Φίλιξ κι εγώ διαπιστώσαμε ότι αυτό το άτυπο θραύσμα βράχου είναι ο λόγος που τα αντικείμενα σε αυτό το άλσος συμπεριφέρονται με κβαντικό τρόπο."
dialogue:77,dialogue,THATCH,185,TAGS,THATCH: The only other object we’ve observed displaying this quantum behavior is the <color=lightblue>wandering moon</color>. I imagine the moon’s behavior and this grove’s are related.,ΘΑΤΣ: Το μόνο άλλο αντικείμενο που έχουμε δει να εμφανίζει αυτή την κβαντική συμπεριφορά είναι το <color=lightblue>περιπλανώμενο φεγγάρι</color>. Φαντάζομαι ότι η συμπεριφορά του φεγγαριού και αυτού του άλσους σχετίζονται.
